Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count
2013,0.05,0.02,0.14,0.02,0.23,77,75.0,132.0
2013,0.1,0.0,0.0,0.02,0.11,75,75.0,21.0
2013,1.15,0.56,0.0,0.17,1.88,74,75.0,685.0
2013,0.49,0.46,0.0,0.19,1.14,74,75.0,121.0
2013,0.13,0.16,0.0,0.02,0.31,74,75.0,1170.0
2013,0.17,0.2,0.53,0.03,0.92,71,75.0,21.0
2013,0.1,0.06,0.0,0.02,0.18,70,75.0,267.0
2013,0.04,0.02,0.27,0.01,0.35,69,75.0,52.0
2013,0.09,0.05,0.0,0.01,0.15,65,75.0,35.0
2013,0.0,0.0,0.23,0.0,0.23,64,75.0,25.0
2013,0.07,0.02,0.1,0.02,0.2,53,75.0,80.0
2013,0.11,0.06,0.0,0.02,0.19,86,74.0,1543.0
2013,0.04,0.13,0.0,0.01,0.19,82,74.0,754.0
2013,0.01,0.03,0.0,0.01,0.05,75,74.0,135.0
2013,0.12,0.1,0.02,0.02,0.26,75,74.0,170.0
2013,0.0,0.1,0.0,0.01,0.11,74,74.0,866.0
2013,0.1,0.17,0.0,0.06,0.32,72,74.0,424.0
2013,0.04,0.02,0.08,0.02,0.17,70,74.0,129.0
2013,0.19,0.09,0.0,0.03,0.31,68,74.0,127.0
2013,0.0,0.0,0.12,0.0,0.12,66,74.0,28.0
2013,0.05,0.03,0.09,0.02,0.19,65,74.0,50.0
2013,0.0,0.05,0.0,0.0,0.06,65,74.0,1007.0
2013,0.26,0.13,0.0,0.04,0.43,62,74.0,368.0
2013,0.01,0.0,0.01,0.0,0.03,43,74.0,24.0
2013,0.0,0.0,0.03,0.0,0.03,80,73.0,27.0
2013,0.04,0.06,0.0,0.01,0.12,77,73.0,31.0
2013,0.0,0.0,0.03,0.0,0.03,65,73.0,44.0
2013,0.23,0.12,0.01,0.03,0.39,63,73.0,461.0
2013,0.35,0.27,0.0,0.06,0.67,81,72.0,139.0
2013,0.14,0.29,0.22,0.09,0.74,74,72.0,204.0
2013,0.07,0.08,0.0,0.02,0.17,69,72.0,45.0
2013,0.08,0.02,0.01,0.01,0.12,64,72.0,144.0
2013,0.23,0.14,0.0,0.08,0.45,61,72.0,221.0
2013,0.38,0.14,0.0,0.05,0.57,60,72.0,249.0
2013,0.17,0.14,0.0,0.06,0.38,77,71.0,25.0
2013,0.0,0.04,0.0,0.0,0.04,77,70.0,342.0
2013,0.3,0.11,0.0,0.04,0.45,71,70.0,58.0
2013,1.35,1.55,0.17,0.51,3.59,85,69.0,1580.0
2013,0.19,0.1,0.0,0.06,0.35,59,69.0,145.0
2013,0.11,0.04,0.0,0.02,0.16,53,69.0,63.0
2013,1.06,0.35,0.01,0.15,1.57,78,68.0,908.0
2013,0.89,1.33,0.08,0.39,2.69,73,68.0,2102.0
2013,0.0,0.06,0.0,0.02,0.08,69,68.0,10.0
2013,0.16,0.09,0.0,0.02,0.27,68,68.0,38.0
2013,0.02,0.02,0.11,0.01,0.16,68,68.0,9.0
2013,0.3,0.56,0.84,0.05,1.75,65,68.0,135.0
2013,0.16,0.17,0.0,0.1,0.42,61,68.0,106.0
2013,0.04,0.01,0.12,0.01,0.18,48,68.0,56.0
2013,0.51,0.31,0.01,0.08,0.9,76,67.0,344.0
2013,0.08,0.13,0.0,0.04,0.25,69,67.0,79.0
2013,0.1,0.1,0.0,0.02,0.21,68,67.0,118.0
2013,0.11,0.11,0.01,0.05,0.28,58,67.0,100.0
2013,0.01,0.01,0.04,0.01,0.06,55,67.0,37.0
2013,0.9,0.39,0.0,0.12,1.41,87,66.0,384.0
2013,0.07,0.22,0.01,0.08,0.37,82,66.0,173.0
2013,1.25,0.58,0.0,0.19,2.02,81,66.0,480.0
2013,0.01,0.27,0.0,0.02,0.3,79,66.0,33.0
2013,0.15,0.08,0.01,0.02,0.27,69,66.0,222.0
2013,0.01,0.09,0.0,0.03,0.13,64,66.0,8.0
2013,0.89,0.31,0.01,0.23,1.45,85,65.0,368.0
2013,1.01,0.5,0.01,0.13,1.66,81,65.0,325.0
2013,0.17,0.39,0.0,0.07,0.63,76,65.0,1223.0
2013,0.97,0.34,0.0,0.13,1.44,74,65.0,79.0
2013,0.0,0.05,0.0,0.0,0.05,66,65.0,621.0
2013,0.14,0.04,0.0,0.02,0.21,64,65.0,661.0
2013,0.24,0.14,0.07,0.03,0.49,59,65.0,144.0
2013,0.03,0.01,0.0,0.0,0.05,58,65.0,16.0
2013,0.43,0.68,0.42,0.2,1.73,54,65.0,1074.0
2013,0.72,0.75,0.15,0.29,1.91,86,64.0,557.0
2013,0.64,0.26,0.0,0.08,0.98,78,64.0,694.0
2013,0.44,0.36,0.0,0.16,0.96,76,64.0,522.0
2013,0.1,0.12,0.0,0.02,0.24,68,64.0,13.0
2013,0.02,0.01,0.04,0.01,0.07,57,64.0,56.0
2013,0.61,1.85,0.11,0.44,3.01,87,63.0,616.0
2013,0.26,0.42,0.03,0.16,0.87,77,63.0,288.0
2013,0.01,0.42,0.03,0.09,0.54,77,63.0,40.0
2013,0.56,0.41,0.09,0.19,1.25,76,63.0,278.0
2013,0.33,0.19,0.0,0.05,0.57,75,63.0,203.0
2013,0.09,0.0,0.0,0.01,0.1,71,63.0,39.0
2013,0.62,0.64,0.55,0.11,1.92,57,63.0,117.0
2013,0.44,0.26,0.01,0.07,0.78,57,63.0,192.0
2013,0.02,0.01,0.0,0.0,0.04,49,63.0,4.0
2013,0.73,0.92,0.03,0.3,1.98,80,62.0,667.0
2013,0.21,0.12,0.0,0.03,0.35,77,62.0,26.0
2013,0.75,0.0,0.0,0.09,0.84,77,62.0,40.0
2013,0.22,0.14,0.0,0.08,0.43,74,62.0,181.0
2013,0.17,0.05,0.0,0.02,0.24,73,62.0,40.0
2013,0.09,0.0,0.0,0.01,0.1,68,62.0,20.0
2013,0.0,0.04,0.0,0.0,0.04,61,62.0,210.0
2013,0.16,0.07,0.0,0.02,0.26,54,62.0,195.0
2013,0.22,0.13,0.0,0.04,0.38,33,62.0,30.0
2013,0.83,0.43,0.0,0.13,1.38,60,61.0,1409.0
2013,0.38,0.15,0.0,0.05,0.58,89,60.0,96.0
2013,0.39,0.87,0.0,0.1,1.35,81,60.0,3517.0
2013,0.28,0.17,0.0,0.09,0.54,80,60.0,79.0
2013,0.05,0.0,0.04,0.02,0.1,59,60.0,72.0
2013,0.05,0.18,0.03,0.07,0.33,52,60.0,82.0
2013,0.23,0.12,0.04,0.04,0.43,47,60.0,24.0
2013,0.4,0.09,0.0,0.05,0.54,81,59.0,92.0
2013,1.21,0.79,0.01,0.19,2.2,79,59.0,1095.0
2013,0.49,0.32,0.0,0.16,0.97,75,59.0,47.0
2013,0.67,0.05,0.0,0.08,0.81,73,59.0,111.0
2013,0.31,0.2,0.45,0.11,1.07,66,59.0,552.0
2013,0.26,0.19,0.07,0.09,0.6,62,59.0,140.0
2013,0.41,0.66,0.0,0.09,1.16,88,58.0,328.0
2013,1.3,1.42,0.27,0.5,3.49,80,58.0,579.0
2013,0.08,0.16,0.0,0.03,0.27,78,58.0,156.0
2013,1.01,0.0,0.0,0.08,1.09,77,58.0,74.0
2013,0.46,0.17,0.0,0.07,0.69,75,58.0,175.0
2013,0.07,0.03,0.01,0.01,0.12,58,58.0,142.0
2013,0.0,0.02,0.0,0.0,0.02,58,58.0,30.0
2013,0.02,0.05,0.0,0.01,0.08,52,58.0,320.0
2013,0.0,0.0,0.02,0.0,0.02,40,58.0,18.0
2013,0.7,0.11,0.0,0.09,0.91,86,57.0,183.0
2013,0.86,0.34,0.0,0.12,1.32,83,57.0,45.0
2013,0.0,0.06,0.0,0.01,0.06,80,57.0,571.0
2013,0.0,0.01,0.0,0.0,0.01,66,57.0,16.0
2013,0.06,0.12,0.0,0.02,0.2,52,57.0,110.0
2013,1.98,0.06,0.0,0.19,2.23,80,56.0,136.0
2013,2.15,1.01,0.02,0.31,3.48,79,56.0,542.0
2013,0.16,0.1,0.0,0.02,0.28,59,56.0,25.0
2013,0.04,0.03,0.0,0.01,0.09,42,56.0,21.0
2013,0.0,0.6,0.0,0.03,0.64,85,55.0,275.0
2013,0.19,0.16,0.0,0.07,0.41,75,55.0,51.0
2013,0.07,0.05,0.06,0.02,0.21,61,55.0,102.0
2013,0.92,0.5,0.03,0.12,1.57,79,54.0,779.0
2013,0.37,0.35,0.01,0.07,0.79,76,54.0,107.0
2013,0.24,0.26,0.19,0.1,0.79,85,53.0,1471.0
2013,0.43,0.42,0.0,0.17,1.02,83,53.0,33.0
2013,0.14,0.04,0.0,0.02,0.2,51,53.0,9.0
2013,0.2,0.12,0.0,0.06,0.39,79,52.0,45.0
2013,0.63,0.13,0.0,0.15,0.9,74,52.0,118.0
2013,0.42,0.36,0.04,0.07,0.9,61,52.0,11.0
2013,0.26,0.12,0.01,0.04,0.44,86,51.0,1438.0
2013,0.04,0.03,0.0,0.01,0.08,49,51.0,13.0
2013,0.0,0.02,0.0,0.0,0.02,50,50.0,14.0
2013,2.1,0.19,0.0,0.23,2.52,87,49.0,150.0
2013,1.44,0.31,0.04,0.32,2.11,84,49.0,142.0
2013,0.33,0.69,0.05,0.19,1.27,80,49.0,123.0
2013,0.01,0.36,0.0,0.03,0.4,87,46.0,441.0
2013,0.0,0.0,0.42,0.0,0.42,46,45.0,34.0
2013,0.0,0.1,0.0,0.01,0.1,74,44.0,239.0
2013,0.78,4.24,0.07,1.37,6.47,86,43.0,576.0
2013,0.07,0.15,0.0,0.02,0.24,80,43.0,113.0
2013,1.88,0.77,0.0,0.27,2.92,78,43.0,700.0
2013,0.92,2.89,0.01,0.4,4.22,84,42.0,435.0
2013,0.12,0.53,0.0,0.07,0.72,76,42.0,3742.0
2013,0.03,0.41,0.51,0.0,0.95,78,41.0,303.0
2013,1.6,0.03,0.0,0.24,1.87,76,41.0,91.0
2013,0.46,0.11,0.0,0.05,0.63,32,40.0,410.0
2013,0.16,0.14,0.0,0.07,0.37,74,38.0,26.0
2013,0.36,0.34,0.0,0.07,0.77,48,38.0,449.0
2013,1.78,1.43,0.05,0.57,3.83,78,37.0,1564.0
2013,0.18,0.1,0.0,0.03,0.31,65,36.0,7.0
2013,0.1,0.14,0.0,0.05,0.29,49,36.0,23.0
2013,0.2,0.29,0.0,0.11,0.6,43,36.0,295.0
2013,0.28,0.15,0.0,0.08,0.51,34,36.0,196.0
2013,0.1,0.06,0.0,0.02,0.18,45,35.0,1156.0
2013,0.04,0.0,0.0,0.01,0.05,79,34.0,3558.0
2013,0.22,0.09,0.01,0.03,0.34,69,34.0,256.0
2013,0.04,0.19,0.0,0.02,0.25,76,33.0,546.0
2013,0.0,0.08,0.0,0.0,0.08,33,33.0,1340.0
2013,0.03,0.03,0.0,0.01,0.08,51,31.0,7.0
2013,0.16,0.02,0.0,0.02,0.2,36,31.0,88.0
2013,0.11,0.07,0.0,0.02,0.19,23,30.0,211.0
2013,0.0,0.09,0.02,0.02,0.14,40,29.0,9.0
2013,0.06,0.07,0.0,0.03,0.16,38,29.0,52.0
2013,0.15,0.05,0.0,0.04,0.24,43,27.0,175.0
2013,6.73,2.56,0.04,0.91,10.25,73,26.0,2117.0
2013,4.1,3.63,0.38,1.25,9.36,71,26.0,1047.0
2013,0.48,0.77,0.0,0.17,1.42,64,22.0,4572.0
2013,0.06,0.25,0.0,0.04,0.34,80,21.0,6157.0
2013,0.1,0.08,0.0,0.04,0.21,47,20.0,87.0
2013,0.04,0.01,0.0,0.01,0.06,19,13.0,433.0
2013,0.02,0.01,0.0,0.01,0.04,13,10.0,218.0
2013,5.28,4.19,4.35,0.78,14.6,87,85.0,1135.0
2012,0.36,0.23,0.38,0.15,1.12,93,92.0,1228.0
2012,0.9,0.45,0.54,0.13,2.01,92,91.0,1130.0
2012,0.11,0.03,0.0,0.01,0.15,77,89.0,18.0
2012,0.04,0.13,0.0,0.04,0.21,92,88.0,1381.0
2012,0.03,0.0,0.0,0.0,0.03,88,88.0,188.0
2012,0.1,0.01,0.1,0.04,0.24,82,88.0,237.0
2012,0.33,0.0,0.33,0.02,0.67,82,88.0,37.0
2012,0.14,0.03,0.01,0.02,0.2,75,88.0,20.0
2012,0.42,0.19,0.11,0.09,0.82,74,88.0,158.0
2012,2.03,2.36,4.39,0.39,9.16,88,87.0,626.0
2012,0.48,0.35,0.36,0.07,1.27,83,87.0,487.0
2012,0.01,0.02,0.02,0.01,0.06,83,87.0,51.0
2012,1.38,1.32,0.02,0.28,3.0,91,86.0,1247.0
2012,0.35,0.61,0.02,0.27,1.25,88,86.0,348.0
2012,0.33,0.37,0.37,0.06,1.13,73,86.0,209.0
2012,0.88,1.7,0.1,0.67,3.35,90,85.0,1041.0
2012,0.21,0.17,0.09,0.08,0.56,83,85.0,625.0
2012,0.62,0.78,0.01,0.15,1.56,83,85.0,134.0
2012,0.0,0.0,0.59,0.0,0.59,83,85.0,180.0
2012,0.3,0.22,0.3,0.05,0.88,82,85.0,397.0
2012,0.0,0.06,0.0,0.02,0.08,82,85.0,525.0
2012,0.64,0.49,0.0,0.11,1.23,80,85.0,73.0
2012,0.2,0.26,0.3,0.04,0.8,79,85.0,99.0
2012,0.12,0.33,0.0,0.09,0.54,88,84.0,298.0
2012,0.0,0.06,0.0,0.01,0.08,86,84.0,337.0
2012,0.82,0.93,0.04,0.18,1.96,85,84.0,431.0
2012,0.28,0.11,0.01,0.03,0.43,77,84.0,93.0
2012,0.0,0.0,0.26,0.0,0.26,74,84.0,89.0
2012,0.1,0.08,0.02,0.03,0.23,73,84.0,18.0
2012,0.36,0.21,0.0,0.05,0.62,90,83.0,366.0
2012,0.48,0.32,0.02,0.08,0.9,88,83.0,818.0
2012,0.37,0.49,0.0,0.19,1.05,82,83.0,85.0
2012,0.28,0.12,0.0,0.04,0.44,79,83.0,160.0
2012,0.41,0.44,0.72,0.17,1.74,78,83.0,444.0
2012,1.05,0.72,0.1,0.35,2.23,91,82.0,858.0
2012,1.89,0.88,0.04,0.25,3.05,89,82.0,892.0
2012,0.27,0.36,0.0,0.08,0.71,89,82.0,2235.0
2012,0.42,0.41,0.0,0.1,0.93,89,82.0,2482.0
2012,0.24,0.23,0.0,0.1,0.57,89,82.0,296.0
2012,0.22,0.62,0.0,0.12,0.96,88,82.0,3183.0
2012,0.07,0.07,0.0,0.01,0.15,85,82.0,153.0
2012,0.28,0.31,0.13,0.13,0.85,82,82.0,193.0
2012,0.06,0.05,0.0,0.01,0.12,81,82.0,1209.0
2012,0.56,0.05,0.37,0.04,1.02,80,82.0,89.0
2012,0.07,0.13,0.0,0.03,0.22,80,82.0,127.0
2012,0.13,0.17,0.0,0.05,0.35,79,82.0,191.0
2012,0.19,0.14,0.0,0.06,0.39,77,82.0,87.0
2012,0.21,0.17,0.0,0.04,0.42,76,82.0,319.0
2012,0.11,0.09,0.0,0.02,0.23,76,82.0,1237.0
2012,0.88,0.26,0.34,0.1,1.58,75,82.0,267.0
2012,0.07,0.08,0.0,0.02,0.17,74,82.0,1326.0
2012,0.41,0.17,0.3,0.05,0.91,74,82.0,62.0
2012,0.09,0.07,0.14,0.03,0.33,72,82.0,179.0
2012,0.1,0.03,0.06,0.02,0.2,71,82.0,106.0
2012,2.3,1.34,1.27,0.32,5.22,84,81.0,733.0
2012,0.32,0.0,0.21,0.03,0.57,78,81.0,122.0
2012,0.51,0.6,0.0,0.25,1.35,76,81.0,99.0
2012,1.73,0.43,0.05,0.27,2.47,90,80.0,99.0
2012,0.57,0.18,0.0,0.06,0.81,86,80.0,45.0
2012,0.45,0.27,0.0,0.07,0.79,83,80.0,456.0
2012,0.0,0.06,0.0,0.01,0.06,83,80.0,1473.0
2012,0.0,0.0,0.23,0.0,0.23,81,80.0,90.0
2012,0.72,0.44,0.0,0.11,1.27,78,80.0,110.0
2012,0.0,0.02,0.0,0.0,0.02,78,80.0,58.0
2012,0.19,0.23,0.04,0.08,0.54,77,80.0,350.0
2012,0.0,0.0,0.01,0.0,0.01,76,80.0,18.0
2012,0.16,0.02,0.53,0.01,0.73,76,80.0,15.0
2012,0.09,0.06,0.02,0.02,0.19,74,80.0,185.0
2012,0.21,0.07,0.09,0.05,0.42,73,80.0,42.0
2012,0.0,0.06,0.0,0.01,0.07,73,80.0,128.0
2012,0.0,0.0,0.14,0.0,0.14,63,80.0,22.0
2012,0.96,1.07,0.0,0.27,2.31,90,79.0,2954.0
2012,0.72,0.52,0.04,0.25,1.53,89,79.0,781.0
2012,1.06,0.5,0.01,0.14,1.71,88,79.0,815.0
2012,0.38,0.4,0.01,0.08,0.87,80,79.0,468.0
2012,0.01,0.0,0.0,0.0,0.01,78,79.0,121.0
2012,2.52,1.11,0.46,0.33,4.42,77,79.0,471.0
2012,0.19,0.08,0.03,0.03,0.32,76,79.0,95.0
2012,0.12,0.02,0.02,0.01,0.17,73,79.0,105.0
2012,0.2,0.12,0.45,0.07,0.84,71,79.0,216.0
2012,0.09,0.0,0.0,0.01,0.09,71,79.0,17.0
2012,0.0,0.0,0.06,0.0,0.06,68,79.0,31.0
2012,0.59,0.89,0.06,0.3,1.85,87,78.0,790.0
2012,0.86,0.62,0.01,0.13,1.62,86,78.0,869.0
2012,0.42,0.13,0.0,0.1,0.65,85,78.0,192.0
2012,0.09,0.09,0.01,0.04,0.23,83,78.0,85.0
2012,0.03,0.1,0.0,0.02,0.15,81,78.0,653.0
2012,0.22,0.07,0.18,0.02,0.5,78,78.0,113.0
2012,0.15,0.11,0.1,0.02,0.38,78,78.0,167.0
2012,0.18,0.05,0.03,0.03,0.29,77,78.0,188.0
2012,0.17,0.0,0.0,0.02,0.19,76,78.0,42.0
2012,0.42,0.23,0.07,0.06,0.79,75,78.0,320.0
2012,0.05,0.0,0.05,0.01,0.11,75,78.0,20.0
2012,0.2,0.01,0.16,0.03,0.4,66,78.0,111.0
2012,0.21,0.13,0.0,0.03,0.37,66,78.0,37.0
2012,0.05,0.03,0.06,0.02,0.16,55,78.0,94.0
2012,0.3,0.11,0.24,0.07,0.73,86,77.0,180.0
2012,0.31,0.49,0.05,0.19,1.04,83,77.0,645.0
2012,0.55,0.24,0.01,0.07,0.87,80,77.0,446.0
2012,0.52,0.36,0.05,0.08,1.01,77,77.0,758.0
2012,0.9,0.19,0.0,0.09,1.18,77,77.0,36.0
2012,0.23,0.14,0.2,0.07,0.64,74,77.0,109.0
2012,0.05,0.05,0.0,0.01,0.11,71,77.0,56.0
2012,0.16,0.22,0.0,0.05,0.43,87,76.0,2202.0
2012,0.72,0.2,0.0,0.08,0.99,85,76.0,88.0
2012,0.37,0.29,0.09,0.11,0.85,81,76.0,376.0
2012,0.2,0.04,0.21,0.02,0.46,81,76.0,22.0
2012,0.14,0.13,0.0,0.05,0.32,79,76.0,127.0
2012,0.1,0.03,0.0,0.01,0.14,77,76.0,448.0
2012,0.16,0.0,0.03,0.01,0.2,67,76.0,73.0
2012,0.0,0.02,0.0,0.0,0.02,64,76.0,30.0
2012,0.2,0.16,0.0,0.03,0.39,61,76.0,10.0
2012,0.86,0.0,0.0,0.06,0.92,87,75.0,75.0
2012,0.19,0.11,0.01,0.03,0.34,83,75.0,90.0
2012,0.59,1.05,0.07,0.44,2.14,83,75.0,511.0
2012,0.5,0.5,0.0,0.19,1.19,81,75.0,81.0
2012,0.12,0.63,0.05,0.23,1.03,81,75.0,54.0
2012,0.24,0.11,0.0,0.03,0.39,80,75.0,219.0
2012,0.1,0.04,0.01,0.03,0.19,79,75.0,66.0
2012,0.21,0.14,0.01,0.09,0.45,75,75.0,221.0
2012,0.0,0.13,0.0,0.02,0.16,73,75.0,48.0
2012,0.25,0.13,0.04,0.07,0.5,71,75.0,169.0
2012,0.0,0.81,0.0,0.15,0.96,65,75.0,111.0
2012,0.55,0.32,0.03,0.13,1.03,86,74.0,92.0
2012,0.25,0.09,0.0,0.03,0.37,73,74.0,109.0
2012,0.56,0.01,0.0,0.05,0.61,73,74.0,21.0
2012,0.18,0.12,0.06,0.05,0.4,71,74.0,169.0
2012,0.07,0.04,0.0,0.01,0.12,71,74.0,16.0
2012,0.13,0.07,0.0,0.02,0.21,69,74.0,50.0
2012,0.05,0.14,0.0,0.04,0.24,65,74.0,34.0
2012,0.04,0.02,0.02,0.01,0.08,64,74.0,31.0
2012,0.08,0.01,0.03,0.01,0.13,83,73.0,60.0
2012,0.5,0.27,0.04,0.15,0.95,74,73.0,540.0
2012,4.05,2.16,0.0,0.55,6.76,74,73.0,28.0
2012,0.18,0.04,0.15,0.02,0.39,70,73.0,146.0
2012,0.14,0.11,0.0,0.05,0.29,70,73.0,57.0
2012,0.22,0.08,0.0,0.02,0.32,68,73.0,269.0
2012,0.09,0.04,0.24,0.02,0.39,65,73.0,47.0
2012,0.28,0.0,0.0,0.02,0.3,63,73.0,38.0
2012,0.02,0.0,0.0,0.0,0.02,62,73.0,12.0
2012,0.04,0.02,0.08,0.01,0.15,55,73.0,35.0
2012,2.6,0.2,0.01,0.19,3.0,88,72.0,131.0
2012,0.93,0.4,0.02,0.12,1.47,79,72.0,334.0
2012,0.9,0.61,0.0,0.15,1.66,79,72.0,114.0
2012,0.16,0.32,0.02,0.08,0.58,79,72.0,79.0
2012,3.66,3.14,2.47,0.63,9.9,78,72.0,424.0
2012,0.26,0.14,0.01,0.04,0.44,74,72.0,47.0
2012,0.53,0.48,0.06,0.24,1.32,70,72.0,318.0
2012,0.13,0.03,0.04,0.01,0.21,68,72.0,37.0
2012,0.04,0.03,0.01,0.01,0.1,53,72.0,22.0
2012,0.19,0.13,0.0,0.03,0.35,85,71.0,216.0
2012,0.35,0.35,0.01,0.14,0.84,84,71.0,422.0
2012,0.68,0.88,0.01,0.17,1.73,79,71.0,453.0
2012,0.26,0.11,0.0,0.06,0.43,77,71.0,29.0
2012,0.1,0.06,0.0,0.02,0.18,74,71.0,174.0
2012,0.27,0.24,0.14,0.08,0.73,74,71.0,83.0
2012,0.27,0.2,0.11,0.08,0.66,67,71.0,199.0
2012,0.03,0.01,0.02,0.0,0.06,55,71.0,20.0
2012,6.65,2.28,0.04,0.74,9.71,87,70.0,3260.0
2012,0.07,0.04,0.0,0.01,0.13,85,70.0,43.0
2012,0.03,0.17,0.0,0.04,0.24,79,70.0,1327.0
2012,1.48,0.83,0.0,0.21,2.52,78,70.0,20.0
2012,0.48,0.24,0.0,0.07,0.79,74,70.0,173.0
2012,0.31,0.12,0.02,0.04,0.48,70,70.0,260.0
2012,0.0,0.0,0.3,0.0,0.3,49,70.0,19.0
2012,2.64,2.52,0.16,1.12,6.45,85,69.0,1307.0
2012,0.1,0.34,0.0,0.05,0.49,84,69.0,56.0
2012,0.08,0.2,0.0,0.03,0.31,82,69.0,77.0
2012,0.2,0.18,0.0,0.03,0.41,81,69.0,228.0
2012,0.01,0.11,0.0,0.02,0.15,80,69.0,115.0
2012,0.22,0.12,0.0,0.03,0.37,80,69.0,22.0
2012,0.0,0.07,0.0,0.01,0.08,80,69.0,182.0
2012,0.41,0.32,0.09,0.12,0.95,79,69.0,156.0
2012,0.42,0.3,0.01,0.15,0.87,73,69.0,159.0
2012,0.38,0.38,0.06,0.14,0.96,70,69.0,92.0
2012,0.26,0.29,0.34,0.05,0.95,69,69.0,110.0
2012,0.21,0.15,0.04,0.06,0.46,64,69.0,262.0
2012,0.0,0.02,0.0,0.0,0.03,90,68.0,130.0
2012,0.33,0.21,0.0,0.09,0.64,84,68.0,60.0
2012,0.35,0.41,0.02,0.14,0.91,81,68.0,110.0
2012,0.36,0.28,0.0,0.1,0.74,79,68.0,179.0
2012,0.0,0.04,0.0,0.01,0.06,78,68.0,123.0
2012,1.06,1.09,0.76,0.22,3.13,73,68.0,155.0
2012,0.46,0.28,0.02,0.07,0.84,67,68.0,131.0
2012,0.07,0.07,0.0,0.03,0.18,64,68.0,21.0
2012,0.18,0.15,0.02,0.06,0.41,60,68.0,245.0
2012,3.13,1.69,0.03,0.44,5.29,84,67.0,1196.0
2012,0.18,0.63,0.49,0.24,1.53,82,67.0,146.0
2012,0.35,0.23,0.07,0.09,0.75,81,67.0,150.0
2012,0.17,0.62,0.0,0.1,0.89,77,67.0,58.0
2012,0.0,0.05,0.0,0.0,0.05,77,67.0,6.0
2012,0.21,0.0,0.0,0.02,0.23,75,67.0,30.0
2012,0.16,0.11,0.0,0.06,0.33,62,67.0,46.0
2012,1.06,5.01,0.13,1.97,8.16,88,66.0,348.0
2012,0.02,0.31,0.0,0.07,0.4,86,66.0,286.0
2012,0.51,0.1,0.0,0.05,0.66,83,66.0,86.0
2012,0.14,0.13,0.0,0.03,0.3,81,66.0,1097.0
2012,0.75,0.44,0.0,0.11,1.3,80,66.0,38.0
2012,0.06,0.04,0.14,0.02,0.26,70,66.0,120.0
2012,0.07,0.06,0.0,0.02,0.14,75,65.0,106.0
2012,0.15,0.06,0.01,0.02,0.24,71,65.0,131.0
2012,0.28,0.15,0.0,0.04,0.47,67,65.0,132.0
2012,0.01,0.23,0.86,0.08,1.18,64,65.0,55.0
2012,0.0,0.07,0.0,0.01,0.08,58,65.0,345.0
2012,0.03,0.02,0.0,0.01,0.06,53,65.0,72.0
2012,0.07,0.02,0.0,0.01,0.1,52,65.0,30.0
2012,0.38,0.26,0.0,0.06,0.7,82,64.0,186.0
2012,0.0,0.02,0.0,0.0,0.02,79,64.0,134.0
2012,0.12,0.89,0.0,0.23,1.23,76,64.0,66.0
2012,0.07,0.03,0.0,0.01,0.11,76,64.0,389.0
2012,0.08,0.13,0.0,0.02,0.23,75,64.0,53.0
2012,0.47,0.0,0.0,0.03,0.5,68,64.0,22.0
2012,0.26,0.21,0.0,0.1,0.57,67,64.0,107.0
2012,0.15,0.09,0.0,0.04,0.29,62,64.0,69.0
2012,0.07,0.09,0.0,0.03,0.2,49,64.0,61.0
2012,0.12,0.1,0.0,0.04,0.26,40,64.0,31.0
2012,0.36,0.49,0.0,0.2,1.06,77,63.0,18.0
2012,0.06,0.07,0.0,0.01,0.13,76,63.0,16.0
2012,0.02,0.12,0.0,0.03,0.18,75,63.0,43.0
2012,0.06,0.08,0.0,0.01,0.15,71,63.0,65.0
2012,0.0,0.0,0.04,0.0,0.04,68,63.0,15.0
2012,0.44,0.29,0.47,0.07,1.27,59,63.0,134.0
2012,0.04,0.0,0.0,0.0,0.04,37,63.0,4.0
2012,0.28,0.53,0.0,0.12,0.93,80,62.0,1489.0
2012,0.39,0.13,0.02,0.04,0.58,77,62.0,124.0
2012,0.0,0.16,0.0,0.02,0.18,73,62.0,5.0
2012,0.17,0.27,0.0,0.04,0.47,69,62.0,49.0
2012,1.09,3.47,0.03,0.57,5.16,90,61.0,403.0
2012,0.13,0.02,0.06,0.01,0.22,54,61.0,28.0
2012,0.11,0.02,0.0,0.01,0.15,74,60.0,9.0
2012,0.05,0.09,0.0,0.03,0.17,72,60.0,29.0
2012,0.0,0.02,0.0,0.0,0.02,72,60.0,83.0
2012,0.05,0.08,0.0,0.01,0.14,60,60.0,58.0
2012,0.48,0.62,0.06,0.26,1.41,55,60.0,250.0
2012,0.0,0.04,0.0,0.0,0.04,69,59.0,868.0
2012,0.06,0.07,0.05,0.01,0.2,64,59.0,39.0
2012,1.94,0.84,0.03,0.24,3.04,93,58.0,3725.0
2012,2.53,0.15,0.0,0.17,2.86,81,58.0,179.0
2012,0.24,0.21,0.0,0.08,0.54,75,57.0,9.0
2012,0.07,0.17,0.0,0.02,0.27,64,57.0,22.0
2012,0.29,0.18,0.0,0.04,0.51,77,56.0,39.0
2012,1.12,0.41,0.64,0.14,2.3,75,56.0,382.0
2012,0.0,0.19,0.0,0.03,0.22,69,56.0,751.0
2012,0.11,0.06,0.01,0.02,0.19,69,56.0,98.0
2012,0.06,0.19,0.0,0.06,0.32,61,56.0,34.0
